西元,星期,學年度,民國,生肖年,農曆年,農曆月,農曆日,臺灣國曆節假日,臺灣農曆節假日
2047/12/18,三,136,136/12/18,兔,丁卯,冬,初二,,
2047/12/19,四,136,136/12/19,兔,丁卯,冬,初三,,
2047/12/20,五,136,136/12/20,兔,丁卯,冬,初四,,
2047/12/21,六,136,136/12/21,兔,丁卯,冬,初五,,
2047/12/22,日,136,136/12/22,兔,丁卯,冬,初六,,
2047/12/23,一,136,136/12/23,兔,丁卯,冬,初七,,
2047/12/24,二,136,136/12/24,兔,丁卯,冬,初八,,
2047/12/25,三,136,136/12/25,兔,丁卯,冬,初九,,
2047/12/26,四,136,136/12/26,兔,丁卯,冬,初十,,
2047/12/27,五,136,136/12/27,兔,丁卯,冬,十一,,
2047/12/28,六,136,136/12/28,兔,丁卯,冬,十二,,
2047/12/29,日,136,136/12/29,兔,丁卯,冬,十三,,
2047/12/30,一,136,136/12/30,兔,丁卯,冬,十四,,
2047/12/31,二,136,136/12/31,兔,丁卯,冬,十五,,
2048/1/1,三,136,137/1/1,兔,丁卯,冬,十六,開國紀念日,
2048/1/2,四,136,137/1/2,兔,丁卯,冬,十七,,
2048/1/3,五,136,137/1/3,兔,丁卯,冬,十八,,
2048/1/4,六,136,137/1/4,兔,丁卯,冬,十九,,
2048/1/5,日,136,137/1/5,兔,丁卯,冬,二十,,
2048/1/6,一,136,137/1/6,兔,丁卯,冬,廿一,,
2048/1/7,二,136,137/1/7,兔,丁卯,冬,廿二,,
2048/1/8,三,136,137/1/8,兔,丁卯,冬,廿三,,
2048/1/9,四,136,137/1/9,兔,丁卯,冬,廿四,,
2048/1/10,五,136,137/1/10,兔,丁卯,冬,廿五,,
2048/1/11,六,136,137/1/11,兔,丁卯,冬,廿六,,
2048/1/12,日,136,137/1/12,兔,丁卯,冬,廿七,,
2048/1/13,一,136,137/1/13,兔,丁卯,冬,廿八,,
2048/1/14,二,136,137/1/14,兔,丁卯,冬,廿九,,
2048/1/15,三,136,137/1/15,兔,丁卯,腊,初一,,
2048/1/16,四,136,137/1/16,兔,丁卯,腊,初二,,
2048/1/17,五,136,137/1/17,兔,丁卯,腊,初三,,
2048/1/18,六,136,137/1/18,兔,丁卯,腊,初四,,
2048/1/19,日,136,137/1/19,兔,丁卯,腊,初五,,
2048/1/20,一,136,137/1/20,兔,丁卯,腊,初六,,
2048/1/21,二,136,137/1/21,兔,丁卯,腊,初七,,
2048/1/22,三,136,137/1/22,兔,丁卯,腊,初八,,
2048/1/23,四,136,137/1/23,兔,丁卯,腊,初九,,
2048/1/24,五,136,137/1/24,兔,丁卯,腊,初十,,
2048/1/25,六,136,137/1/25,兔,丁卯,腊,十一,,
2048/1/26,日,136,137/1/26,兔,丁卯,腊,十二,,
2048/1/27,一,136,137/1/27,兔,丁卯,腊,十三,,
2048/1/28,二,136,137/1/28,兔,丁卯,腊,十四,,
2048/1/29,三,136,137/1/29,兔,丁卯,腊,十五,,
2048/1/30,四,136,137/1/30,兔,丁卯,腊,十六,,
2048/1/31,五,136,137/1/31,兔,丁卯,腊,十七,,
2048/2/1,六,136,137/2/1,兔,丁卯,腊,十八,,
2048/2/2,日,136,137/2/2,兔,丁卯,腊,十九,,
2048/2/3,一,136,137/2/3,兔,丁卯,腊,二十,,
2048/2/4,二,136,137/2/4,兔,丁卯,腊,廿一,,
2048/2/5,三,136,137/2/5,兔,丁卯,腊,廿二,,
2048/2/6,四,136,137/2/6,兔,丁卯,腊,廿三,,
2048/2/7,五,136,137/2/7,兔,丁卯,腊,廿四,,
2048/2/8,六,136,137/2/8,兔,丁卯,腊,廿五,,
2048/2/9,日,136,137/2/9,兔,丁卯,腊,廿六,,
2048/2/10,一,136,137/2/10,兔,丁卯,腊,廿七,,
2048/2/11,二,136,137/2/11,兔,丁卯,腊,廿八,,
2048/2/12,三,136,137/2/12,兔,丁卯,腊,廿九,,
2048/2/13,四,136,137/2/13,兔,丁卯,腊,三十,,除夕
2048/2/14,五,136,137/2/14,龍,戊辰,正,初一,,春節
2048/2/15,六,136,137/2/15,龍,戊辰,正,初二,,春節
2048/2/16,日,136,137/2/16,龍,戊辰,正,初三,,春節
2048/2/17,一,136,137/2/17,龍,戊辰,正,初四,,
2048/2/18,二,136,137/2/18,龍,戊辰,正,初五,,
2048/2/19,三,136,137/2/19,龍,戊辰,正,初六,,
2048/2/20,四,136,137/2/20,龍,戊辰,正,初七,,
2048/2/21,五,136,137/2/21,龍,戊辰,正,初八,,
2048/2/22,六,136,137/2/22,龍,戊辰,正,初九,,
2048/2/23,日,136,137/2/23,龍,戊辰,正,初十,,
2048/2/24,一,136,137/2/24,龍,戊辰,正,十一,,
2048/2/25,二,136,137/2/25,龍,戊辰,正,十二,,
2048/2/26,三,136,137/2/26,龍,戊辰,正,十三,,
2048/2/27,四,136,137/2/27,龍,戊辰,正,十四,,
2048/2/28,五,136,137/2/28,龍,戊辰,正,十五,和平紀念日,
2048/2/29,六,136,137/2/29,龍,戊辰,正,十六,,
2048/3/1,日,136,137/3/1,龍,戊辰,正,十七,,
2048/3/2,一,136,137/3/2,龍,戊辰,正,十八,,
2048/3/3,二,136,137/3/3,龍,戊辰,正,十九,,
2048/3/4,三,136,137/3/4,龍,戊辰,正,二十,,
2048/3/5,四,136,137/3/5,龍,戊辰,正,廿一,,
2048/3/6,五,136,137/3/6,龍,戊辰,正,廿二,,
2048/3/7,六,136,137/3/7,龍,戊辰,正,廿三,,
2048/3/8,日,136,137/3/8,龍,戊辰,正,廿四,,
2048/3/9,一,136,137/3/9,龍,戊辰,正,廿五,,
2048/3/10,二,136,137/3/10,龍,戊辰,正,廿六,,
2048/3/11,三,136,137/3/11,龍,戊辰,正,廿七,,
2048/3/12,四,136,137/3/12,龍,戊辰,正,廿八,,
2048/3/13,五,136,137/3/13,龍,戊辰,正,廿九,,
2048/3/14,六,136,137/3/14,龍,戊辰,二,初一,,
2048/3/15,日,136,137/3/15,龍,戊辰,二,初二,,
2048/3/16,一,136,137/3/16,龍,戊辰,二,初三,,
2048/3/17,二,136,137/3/17,龍,戊辰,二,初四,,
2048/3/18,三,136,137/3/18,龍,戊辰,二,初五,,
2048/3/19,四,136,137/3/19,龍,戊辰,二,初六,,
2048/3/20,五,136,137/3/20,龍,戊辰,二,初七,,
2048/3/21,六,136,137/3/21,龍,戊辰,二,初八,,
2048/3/22,日,136,137/3/22,龍,戊辰,二,初九,,
2048/3/23,一,136,137/3/23,龍,戊辰,二,初十,,
2048/3/24,二,136,137/3/24,龍,戊辰,二,十一,,
2048/3/25,三,136,137/3/25,龍,戊辰,二,十二,,
2048/3/26,四,136,137/3/26,龍,戊辰,二,十三,,
2048/3/27,五,136,137/3/27,龍,戊辰,二,十四,,
2048/3/28,六,136,137/3/28,龍,戊辰,二,十五,,
2048/3/29,日,136,137/3/29,龍,戊辰,二,十六,,
2048/3/30,一,136,137/3/30,龍,戊辰,二,十七,,
2048/3/31,二,136,137/3/31,龍,戊辰,二,十八,,
2048/4/1,三,136,137/4/1,龍,戊辰,二,十九,,
2048/4/2,四,136,137/4/2,龍,戊辰,二,二十,,
2048/4/3,五,136,137/4/3,龍,戊辰,二,廿一,,
2048/4/4,六,136,137/4/4,龍,戊辰,二,廿二,兒童節,
2048/4/5,日,136,137/4/5,龍,戊辰,二,廿三,,
2048/4/6,一,136,137/4/6,龍,戊辰,二,廿四,,
2048/4/7,二,136,137/4/7,龍,戊辰,二,廿五,,
2048/4/8,三,136,137/4/8,龍,戊辰,二,廿六,,
2048/4/9,四,136,137/4/9,龍,戊辰,二,廿七,,
2048/4/10,五,136,137/4/10,龍,戊辰,二,廿八,,
2048/4/11,六,136,137/4/11,龍,戊辰,二,廿九,,
2048/4/12,日,136,137/4/12,龍,戊辰,二,三十,,
2048/4/13,一,136,137/4/13,龍,戊辰,三,初一,,
2048/4/14,二,136,137/4/14,龍,戊辰,三,初二,,
2048/4/15,三,136,137/4/15,龍,戊辰,三,初三,,
2048/4/16,四,136,137/4/16,龍,戊辰,三,初四,,
2048/4/17,五,136,137/4/17,龍,戊辰,三,初五,,
2048/4/18,六,136,137/4/18,龍,戊辰,三,初六,,
2048/4/19,日,136,137/4/19,龍,戊辰,三,初七,,
2048/4/20,一,136,137/4/20,龍,戊辰,三,初八,,
2048/4/21,二,136,137/4/21,龍,戊辰,三,初九,,
2048/4/22,三,136,137/4/22,龍,戊辰,三,初十,,
2048/4/23,四,136,137/4/23,龍,戊辰,三,十一,,
2048/4/24,五,136,137/4/24,龍,戊辰,三,十二,,
2048/4/25,六,136,137/4/25,龍,戊辰,三,十三,,
2048/4/26,日,136,137/4/26,龍,戊辰,三,十四,,
2048/4/27,一,136,137/4/27,龍,戊辰,三,十五,,
2048/4/28,二,136,137/4/28,龍,戊辰,三,十六,,
2048/4/29,三,136,137/4/29,龍,戊辰,三,十七,,
2048/4/30,四,136,137/4/30,龍,戊辰,三,十八,,
2048/5/1,五,136,137/5/1,龍,戊辰,三,十九,,
2048/5/2,六,136,137/5/2,龍,戊辰,三,二十,,
2048/5/3,日,136,137/5/3,龍,戊辰,三,廿一,,
2048/5/4,一,136,137/5/4,龍,戊辰,三,廿二,,
2048/5/5,二,136,137/5/5,龍,戊辰,三,廿三,,
2048/5/6,三,136,137/5/6,龍,戊辰,三,廿四,,
2048/5/7,四,136,137/5/7,龍,戊辰,三,廿五,,
2048/5/8,五,136,137/5/8,龍,戊辰,三,廿六,,
2048/5/9,六,136,137/5/9,龍,戊辰,三,廿七,,
2048/5/10,日,136,137/5/10,龍,戊辰,三,廿八,,
2048/5/11,一,136,137/5/11,龍,戊辰,三,廿九,,
2048/5/12,二,136,137/5/12,龍,戊辰,三,三十,,
2048/5/13,三,136,137/5/13,龍,戊辰,四,初一,,
2048/5/14,四,136,137/5/14,龍,戊辰,四,初二,,
2048/5/15,五,136,137/5/15,龍,戊辰,四,初三,,
2048/5/16,六,136,137/5/16,龍,戊辰,四,初四,,
2048/5/17,日,136,137/5/17,龍,戊辰,四,初五,,
2048/5/18,一,136,137/5/18,龍,戊辰,四,初六,,
2048/5/19,二,136,137/5/19,龍,戊辰,四,初七,,
2048/5/20,三,136,137/5/20,龍,戊辰,四,初八,,
2048/5/21,四,136,137/5/21,龍,戊辰,四,初九,,
2048/5/22,五,136,137/5/22,龍,戊辰,四,初十,,
2048/5/23,六,136,137/5/23,龍,戊辰,四,十一,,
2048/5/24,日,136,137/5/24,龍,戊辰,四,十二,,
2048/5/25,一,136,137/5/25,龍,戊辰,四,十三,,
2048/5/26,二,136,137/5/26,龍,戊辰,四,十四,,
2048/5/27,三,136,137/5/27,龍,戊辰,四,十五,,
2048/5/28,四,136,137/5/28,龍,戊辰,四,十六,,
2048/5/29,五,136,137/5/29,龍,戊辰,四,十七,,
2048/5/30,六,136,137/5/30,龍,戊辰,四,十八,,
2048/5/31,日,136,137/5/31,龍,戊辰,四,十九,,
2048/6/1,一,136,137/6/1,龍,戊辰,四,二十,,
2048/6/2,二,136,137/6/2,龍,戊辰,四,廿一,,
2048/6/3,三,136,137/6/3,龍,戊辰,四,廿二,,
2048/6/4,四,136,137/6/4,龍,戊辰,四,廿三,,
2048/6/5,五,136,137/6/5,龍,戊辰,四,廿四,,
2048/6/6,六,136,137/6/6,龍,戊辰,四,廿五,,
2048/6/7,日,136,137/6/7,龍,戊辰,四,廿六,,
2048/6/8,一,136,137/6/8,龍,戊辰,四,廿七,,
2048/6/9,二,136,137/6/9,龍,戊辰,四,廿八,,
2048/6/10,三,136,137/6/10,龍,戊辰,四,廿九,,
2048/6/11,四,136,137/6/11,龍,戊辰,五,初一,,
2048/6/12,五,136,137/6/12,龍,戊辰,五,初二,,
2048/6/13,六,136,137/6/13,龍,戊辰,五,初三,,
2048/6/14,日,136,137/6/14,龍,戊辰,五,初四,,
2048/6/15,一,136,137/6/15,龍,戊辰,五,初五,,端午節
2048/6/16,二,136,137/6/16,龍,戊辰,五,初六,,
2048/6/17,三,136,137/6/17,龍,戊辰,五,初七,,
2048/6/18,四,136,137/6/18,龍,戊辰,五,初八,,
2048/6/19,五,136,137/6/19,龍,戊辰,五,初九,,
2048/6/20,六,136,137/6/20,龍,戊辰,五,初十,,
2048/6/21,日,136,137/6/21,龍,戊辰,五,十一,,
2048/6/22,一,136,137/6/22,龍,戊辰,五,十二,,
2048/6/23,二,136,137/6/23,龍,戊辰,五,十三,,
2048/6/24,三,136,137/6/24,龍,戊辰,五,十四,,
2048/6/25,四,136,137/6/25,龍,戊辰,五,十五,,
2048/6/26,五,136,137/6/26,龍,戊辰,五,十六,,
2048/6/27,六,136,137/6/27,龍,戊辰,五,十七,,
2048/6/28,日,136,137/6/28,龍,戊辰,五,十八,,
2048/6/29,一,136,137/6/29,龍,戊辰,五,十九,,
2048/6/30,二,136,137/6/30,龍,戊辰,五,二十,,
2048/7/1,三,136,137/7/1,龍,戊辰,五,廿一,,
2048/7/2,四,136,137/7/2,龍,戊辰,五,廿二,,
2048/7/3,五,136,137/7/3,龍,戊辰,五,廿三,,
2048/7/4,六,136,137/7/4,龍,戊辰,五,廿四,,
2048/7/5,日,136,137/7/5,龍,戊辰,五,廿五,,
2048/7/6,一,136,137/7/6,龍,戊辰,五,廿六,,
2048/7/7,二,136,137/7/7,龍,戊辰,五,廿七,,
2048/7/8,三,136,137/7/8,龍,戊辰,五,廿八,,
2048/7/9,四,136,137/7/9,龍,戊辰,五,廿九,,
2048/7/10,五,136,137/7/10,龍,戊辰,五,三十,,
2048/7/11,六,136,137/7/11,龍,戊辰,六,初一,,
2048/7/12,日,136,137/7/12,龍,戊辰,六,初二,,
2048/7/13,一,136,137/7/13,龍,戊辰,六,初三,,
2048/7/14,二,136,137/7/14,龍,戊辰,六,初四,,
2048/7/15,三,136,137/7/15,龍,戊辰,六,初五,,
2048/7/16,四,136,137/7/16,龍,戊辰,六,初六,,
2048/7/17,五,136,137/7/17,龍,戊辰,六,初七,,
2048/7/18,六,136,137/7/18,龍,戊辰,六,初八,,
2048/7/19,日,136,137/7/19,龍,戊辰,六,初九,,
2048/7/20,一,136,137/7/20,龍,戊辰,六,初十,,
2048/7/21,二,136,137/7/21,龍,戊辰,六,十一,,
2048/7/22,三,136,137/7/22,龍,戊辰,六,十二,,
2048/7/23,四,136,137/7/23,龍,戊辰,六,十三,,
2048/7/24,五,136,137/7/24,龍,戊辰,六,十四,,
2048/7/25,六,136,137/7/25,龍,戊辰,六,十五,,
2048/7/26,日,136,137/7/26,龍,戊辰,六,十六,,
2048/7/27,一,136,137/7/27,龍,戊辰,六,十七,,
2048/7/28,二,136,137/7/28,龍,戊辰,六,十八,,
2048/7/29,三,136,137/7/29,龍,戊辰,六,十九,,
2048/7/30,四,136,137/7/30,龍,戊辰,六,二十,,
2048/7/31,五,136,137/7/31,龍,戊辰,六,廿一,,
2048/8/1,六,137,137/8/1,龍,戊辰,六,廿二,,
2048/8/2,日,137,137/8/2,龍,戊辰,六,廿三,,
2048/8/3,一,137,137/8/3,龍,戊辰,六,廿四,,
2048/8/4,二,137,137/8/4,龍,戊辰,六,廿五,,
2048/8/5,三,137,137/8/5,龍,戊辰,六,廿六,,
2048/8/6,四,137,137/8/6,龍,戊辰,六,廿七,,
2048/8/7,五,137,137/8/7,龍,戊辰,六,廿八,,
2048/8/8,六,137,137/8/8,龍,戊辰,六,廿九,,
2048/8/9,日,137,137/8/9,龍,戊辰,六,三十,,
2048/8/10,一,137,137/8/10,龍,戊辰,七,初一,,
2048/8/11,二,137,137/8/11,龍,戊辰,七,初二,,
2048/8/12,三,137,137/8/12,龍,戊辰,七,初三,,
2048/8/13,四,137,137/8/13,龍,戊辰,七,初四,,
2048/8/14,五,137,137/8/14,龍,戊辰,七,初五,,
2048/8/15,六,137,137/8/15,龍,戊辰,七,初六,,
2048/8/16,日,137,137/8/16,龍,戊辰,七,初七,,
2048/8/17,一,137,137/8/17,龍,戊辰,七,初八,,
2048/8/18,二,137,137/8/18,龍,戊辰,七,初九,,
2048/8/19,三,137,137/8/19,龍,戊辰,七,初十,,
2048/8/20,四,137,137/8/20,龍,戊辰,七,十一,,
2048/8/21,五,137,137/8/21,龍,戊辰,七,十二,,
2048/8/22,六,137,137/8/22,龍,戊辰,七,十三,,
2048/8/23,日,137,137/8/23,龍,戊辰,七,十四,,
2048/8/24,一,137,137/8/24,龍,戊辰,七,十五,,
2048/8/25,二,137,137/8/25,龍,戊辰,七,十六,,
2048/8/26,三,137,137/8/26,龍,戊辰,七,十七,,
2048/8/27,四,137,137/8/27,龍,戊辰,七,十八,,
2048/8/28,五,137,137/8/28,龍,戊辰,七,十九,,
2048/8/29,六,137,137/8/29,龍,戊辰,七,二十,,
2048/8/30,日,137,137/8/30,龍,戊辰,七,廿一,,
2048/8/31,一,137,137/8/31,龍,戊辰,七,廿二,,
2048/9/1,二,137,137/9/1,龍,戊辰,七,廿三,,
2048/9/2,三,137,137/9/2,龍,戊辰,七,廿四,,
2048/9/3,四,137,137/9/3,龍,戊辰,七,廿五,,
2048/9/4,五,137,137/9/4,龍,戊辰,七,廿六,,
2048/9/5,六,137,137/9/5,龍,戊辰,七,廿七,,
2048/9/6,日,137,137/9/6,龍,戊辰,七,廿八,,
2048/9/7,一,137,137/9/7,龍,戊辰,七,廿九,,
2048/9/8,二,137,137/9/8,龍,戊辰,八,初一,,
2048/9/9,三,137,137/9/9,龍,戊辰,八,初二,,
2048/9/10,四,137,137/9/10,龍,戊辰,八,初三,,
2048/9/11,五,137,137/9/11,龍,戊辰,八,初四,,
2048/9/12,六,137,137/9/12,龍,戊辰,八,初五,,
2048/9/13,日,137,137/9/13,龍,戊辰,八,初六,,
2048/9/14,一,137,137/9/14,龍,戊辰,八,初七,,
2048/9/15,二,137,137/9/15,龍,戊辰,八,初八,,
2048/9/16,三,137,137/9/16,龍,戊辰,八,初九,,
2048/9/17,四,137,137/9/17,龍,戊辰,八,初十,,
2048/9/18,五,137,137/9/18,龍,戊辰,八,十一,,
2048/9/19,六,137,137/9/19,龍,戊辰,八,十二,,
2048/9/20,日,137,137/9/20,龍,戊辰,八,十三,,
2048/9/21,一,137,137/9/21,龍,戊辰,八,十四,,
2048/9/22,二,137,137/9/22,龍,戊辰,八,十五,,中秋節
2048/9/23,三,137,137/9/23,龍,戊辰,八,十六,,
2048/9/24,四,137,137/9/24,龍,戊辰,八,十七,,
2048/9/25,五,137,137/9/25,龍,戊辰,八,十八,,
2048/9/26,六,137,137/9/26,龍,戊辰,八,十九,,
2048/9/27,日,137,137/9/27,龍,戊辰,八,二十,,
2048/9/28,一,137,137/9/28,龍,戊辰,八,廿一,,
2048/9/29,二,137,137/9/29,龍,戊辰,八,廿二,,
2048/9/30,三,137,137/9/30,龍,戊辰,八,廿三,,
2048/10/1,四,137,137/10/1,龍,戊辰,八,廿四,,
2048/10/2,五,137,137/10/2,龍,戊辰,八,廿五,,
2048/10/3,六,137,137/10/3,龍,戊辰,八,廿六,,
2048/10/4,日,137,137/10/4,龍,戊辰,八,廿七,,
2048/10/5,一,137,137/10/5,龍,戊辰,八,廿八,,
2048/10/6,二,137,137/10/6,龍,戊辰,八,廿九,,
2048/10/7,三,137,137/10/7,龍,戊辰,八,三十,,
2048/10/8,四,137,137/10/8,龍,戊辰,九,初一,,
2048/10/9,五,137,137/10/9,龍,戊辰,九,初二,,
2048/10/10,六,137,137/10/10,龍,戊辰,九,初三,國慶日,
2048/10/11,日,137,137/10/11,龍,戊辰,九,初四,,
2048/10/12,一,137,137/10/12,龍,戊辰,九,初五,,
2048/10/13,二,137,137/10/13,龍,戊辰,九,初六,,
2048/10/14,三,137,137/10/14,龍,戊辰,九,初七,,
2048/10/15,四,137,137/10/15,龍,戊辰,九,初八,,
2048/10/16,五,137,137/10/16,龍,戊辰,九,初九,,
2048/10/17,六,137,137/10/17,龍,戊辰,九,初十,,
2048/10/18,日,137,137/10/18,龍,戊辰,九,十一,,
2048/10/19,一,137,137/10/19,龍,戊辰,九,十二,,
2048/10/20,二,137,137/10/20,龍,戊辰,九,十三,,
2048/10/21,三,137,137/10/21,龍,戊辰,九,十四,,
2048/10/22,四,137,137/10/22,龍,戊辰,九,十五,,
2048/10/23,五,137,137/10/23,龍,戊辰,九,十六,,
2048/10/24,六,137,137/10/24,龍,戊辰,九,十七,,
2048/10/25,日,137,137/10/25,龍,戊辰,九,十八,,
2048/10/26,一,137,137/10/26,龍,戊辰,九,十九,,
2048/10/27,二,137,137/10/27,龍,戊辰,九,二十,,
2048/10/28,三,137,137/10/28,龍,戊辰,九,廿一,,
2048/10/29,四,137,137/10/29,龍,戊辰,九,廿二,,
2048/10/30,五,137,137/10/30,龍,戊辰,九,廿三,,
2048/10/31,六,137,137/10/31,龍,戊辰,九,廿四,,
2048/11/1,日,137,137/11/1,龍,戊辰,九,廿五,,
2048/11/2,一,137,137/11/2,龍,戊辰,九,廿六,,
2048/11/3,二,137,137/11/3,龍,戊辰,九,廿七,,
2048/11/4,三,137,137/11/4,龍,戊辰,九,廿八,,
2048/11/5,四,137,137/11/5,龍,戊辰,九,廿九,,
2048/11/6,五,137,137/11/6,龍,戊辰,十,初一,,
2048/11/7,六,137,137/11/7,龍,戊辰,十,初二,,
2048/11/8,日,137,137/11/8,龍,戊辰,十,初三,,
2048/11/9,一,137,137/11/9,龍,戊辰,十,初四,,
2048/11/10,二,137,137/11/10,龍,戊辰,十,初五,,
2048/11/11,三,137,137/11/11,龍,戊辰,十,初六,,
2048/11/12,四,137,137/11/12,龍,戊辰,十,初七,,
2048/11/13,五,137,137/11/13,龍,戊辰,十,初八,,
2048/11/14,六,137,137/11/14,龍,戊辰,十,初九,,
2048/11/15,日,137,137/11/15,龍,戊辰,十,初十,,
2048/11/16,一,137,137/11/16,龍,戊辰,十,十一,,
2048/11/17,二,137,137/11/17,龍,戊辰,十,十二,,
2048/11/18,三,137,137/11/18,龍,戊辰,十,十三,,
2048/11/19,四,137,137/11/19,龍,戊辰,十,十四,,
2048/11/20,五,137,137/11/20,龍,戊辰,十,十五,,
2048/11/21,六,137,137/11/21,龍,戊辰,十,十六,,
2048/11/22,日,137,137/11/22,龍,戊辰,十,十七,,
2048/11/23,一,137,137/11/23,龍,戊辰,十,十八,,
2048/11/24,二,137,137/11/24,龍,戊辰,十,十九,,
2048/11/25,三,137,137/11/25,龍,戊辰,十,二十,,
2048/11/26,四,137,137/11/26,龍,戊辰,十,廿一,,
2048/11/27,五,137,137/11/27,龍,戊辰,十,廿二,,
2048/11/28,六,137,137/11/28,龍,戊辰,十,廿三,,
2048/11/29,日,137,137/11/29,龍,戊辰,十,廿四,,
2048/11/30,一,137,137/11/30,龍,戊辰,十,廿五,,
2048/12/1,二,137,137/12/1,龍,戊辰,十,廿六,,
2048/12/2,三,137,137/12/2,龍,戊辰,十,廿七,,
2048/12/3,四,137,137/12/3,龍,戊辰,十,廿八,,
2048/12/4,五,137,137/12/4,龍,戊辰,十,廿九,,
2048/12/5,六,137,137/12/5,龍,戊辰,冬,初一,,
2048/12/6,日,137,137/12/6,龍,戊辰,冬,初二,,
2048/12/7,一,137,137/12/7,龍,戊辰,冬,初三,,
2048/12/8,二,137,137/12/8,龍,戊辰,冬,初四,,
2048/12/9,三,137,137/12/9,龍,戊辰,冬,初五,,
2048/12/10,四,137,137/12/10,龍,戊辰,冬,初六,,
2048/12/11,五,137,137/12/11,龍,戊辰,冬,初七,,
2048/12/12,六,137,137/12/12,龍,戊辰,冬,初八,,
2048/12/13,日,137,137/12/13,龍,戊辰,冬,初九,,
2048/12/14,一,137,137/12/14,龍,戊辰,冬,初十,,
2048/12/15,二,137,137/12/15,龍,戊辰,冬,十一,,
2048/12/16,三,137,137/12/16,龍,戊辰,冬,十二,,
2048/12/17,四,137,137/12/17,龍,戊辰,冬,十三,,
2048/12/18,五,137,137/12/18,龍,戊辰,冬,十四,,
2048/12/19,六,137,137/12/19,龍,戊辰,冬,十五,,
2048/12/20,日,137,137/12/20,龍,戊辰,冬,十六,,
2048/12/21,一,137,137/12/21,龍,戊辰,冬,十七,,
2048/12/22,二,137,137/12/22,龍,戊辰,冬,十八,,
2048/12/23,三,137,137/12/23,龍,戊辰,冬,十九,,
2048/12/24,四,137,137/12/24,龍,戊辰,冬,二十,,
2048/12/25,五,137,137/12/25,龍,戊辰,冬,廿一,,
2048/12/26,六,137,137/12/26,龍,戊辰,冬,廿二,,
2048/12/27,日,137,137/12/27,龍,戊辰,冬,廿三,,
2048/12/28,一,137,137/12/28,龍,戊辰,冬,廿四,,
2048/12/29,二,137,137/12/29,龍,戊辰,冬,廿五,,
2048/12/30,三,137,137/12/30,龍,戊辰,冬,廿六,,
2048/12/31,四,137,137/12/31,龍,戊辰,冬,廿七,,
2049/1/1,五,137,138/1/1,龍,戊辰,冬,廿八,開國紀念日,
2049/1/2,六,137,138/1/2,龍,戊辰,冬,廿九,,
2049/1/3,日,137,138/1/3,龍,戊辰,冬,三十,,
2049/1/4,一,137,138/1/4,龍,戊辰,腊,初一,,
2049/1/5,二,137,138/1/5,龍,戊辰,腊,初二,,
2049/1/6,三,137,138/1/6,龍,戊辰,腊,初三,,
2049/1/7,四,137,138/1/7,龍,戊辰,腊,初四,,
2049/1/8,五,137,138/1/8,龍,戊辰,腊,初五,,
2049/1/9,六,137,138/1/9,龍,戊辰,腊,初六,,
2049/1/10,日,137,138/1/10,龍,戊辰,腊,初七,,
2049/1/11,一,137,138/1/11,龍,戊辰,腊,初八,,
2049/1/12,二,137,138/1/12,龍,戊辰,腊,初九,,
2049/1/13,三,137,138/1/13,龍,戊辰,腊,初十,,
2049/1/14,四,137,138/1/14,龍,戊辰,腊,十一,,
2049/1/15,五,137,138/1/15,龍,戊辰,腊,十二,,
2049/1/16,六,137,138/1/16,龍,戊辰,腊,十三,,
2049/1/17,日,137,138/1/17,龍,戊辰,腊,十四,,
2049/1/18,一,137,138/1/18,龍,戊辰,腊,十五,,
2049/1/19,二,137,138/1/19,龍,戊辰,腊,十六,,
2049/1/20,三,137,138/1/20,龍,戊辰,腊,十七,,
2049/1/21,四,137,138/1/21,龍,戊辰,腊,十八,,
2049/1/22,五,137,138/1/22,龍,戊辰,腊,十九,,
2049/1/23,六,137,138/1/23,龍,戊辰,腊,二十,,
2049/1/24,日,137,138/1/24,龍,戊辰,腊,廿一,,
2049/1/25,一,137,138/1/25,龍,戊辰,腊,廿二,,
2049/1/26,二,137,138/1/26,龍,戊辰,腊,廿三,,
2049/1/27,三,137,138/1/27,龍,戊辰,腊,廿四,,
2049/1/28,四,137,138/1/28,龍,戊辰,腊,廿五,,
2049/1/29,五,137,138/1/29,龍,戊辰,腊,廿六,,
2049/1/30,六,137,138/1/30,龍,戊辰,腊,廿七,,
2049/1/31,日,137,138/1/31,龍,戊辰,腊,廿八,,
2049/2/1,一,137,138/2/1,龍,戊辰,腊,廿九,,除夕
2049/2/2,二,137,138/2/2,蛇,己巳,正,初一,,春節
2049/2/3,三,137,138/2/3,蛇,己巳,正,初二,,春節
2049/2/4,四,137,138/2/4,蛇,己巳,正,初三,,春節
2049/2/5,五,137,138/2/5,蛇,己巳,正,初四,,
2049/2/6,六,137,138/2/6,蛇,己巳,正,初五,,
2049/2/7,日,137,138/2/7,蛇,己巳,正,初六,,
2049/2/8,一,137,138/2/8,蛇,己巳,正,初七,,
2049/2/9,二,137,138/2/9,蛇,己巳,正,初八,,
2049/2/10,三,137,138/2/10,蛇,己巳,正,初九,,
2049/2/11,四,137,138/2/11,蛇,己巳,正,初十,,
2049/2/12,五,137,138/2/12,蛇,己巳,正,十一,,
2049/2/13,六,137,138/2/13,蛇,己巳,正,十二,,
2049/2/14,日,137,138/2/14,蛇,己巳,正,十三,,
2049/2/15,一,137,138/2/15,蛇,己巳,正,十四,,
